x y
1197.3214446003572 794.8187756623206
97.154360823613 418.74432862587264
484.52996598643415 1408.56595845127
1205.1335970521402 807.0198343766286
1500.510999303991 497.98479966114036
985.4960407281336 600.8537583822917
1489.6087300689112 491.2342385425523
1495.956197771526 509.7898689518301
496.5852155954019 1392.2989327148973
1409.5813167327342 899.8765869397023
1383.113171006995 913.102866033173
506.54268833873994 1396.2841529719792
1195.5278692600725 801.8440511798876
1310.5913386834902 1212.1944050907118
491.9770975165919 1395.760010104961
1303.0857026688864 1203.1390754985575
1392.8617306770843 904.2623089908279
1303.4875897040022 1208.9544222102022
1297.7858603882821 1209.1257327188214
1521.4883687150455 502.1966623385805
1214.051675323229 800.6568611463447
525.5884216666336 1423.8515472630756
101.12029317592695 402.6098977041139
1205.2231631740344 777.65434605147
1504.6548634420442 491.21541830964304
91.63037532815093 404.91333815356387
1399.211352509272 902.8007891555609
1007.4574333007454 597.7703753899622
504.0885753885441 1394.9554219389472
102.86605838637904 383.7553153544346
1004.4428982838539 599.1502164604983
112.73737570704039 404.29865179586335
500.4565287753499 1407.8237765839604
1202.3781303822818 787.6712327570042
475.354583556852 1403.7218032973356
1289.735049859649 1196.489988505055
1502.5883644591902 496.99242842496454
1302.6895902432027 1210.374278144699
507.18430502423 1406.529376996469
1486.6721029218359 530.5403672019796
997.3299684290901 606.6844648223665
1301.397991417783 1193.5017540945041
1391.224901326855 903.9363012217314
1300.3101089630727 1205.15039006172
1399.4968351718614 900.630325168025
1513.6141153405658 499.74660138847247
1207.2439416730977 808.6571154105584
1498.564759172102 495.9122470127087
115.89311087126737 390.20484294259563
1195.2915533260366 825.176435865436
983.7218304452837 612.7057172687996
1403.870093991201 913.5332725491382
1195.3669541293152 804.8686752883376
1299.988756783799 1198.7653108761735
983.1200054841053 600.4223914125103
1512.6002507026903 489.27628696621946
1003.0345950729982 590.6499109456257
1404.6611680407434 902.7809158293816
1387.6065183237226 924.1712985772992
92.08623228262087 383.97200063449225
90.97061770933077 401.6071449377061
1004.4807318685736 596.6485327241477
107.6030338086189 411.3519607624693
105.67368228791992 409.8960707833964
1396.9026774910735 915.0655944297246
1315.9397913652297 1202.7309007882216
1189.1079029825537 792.1114319654132
993.5427695735548 595.4585199770613
485.9009125342191 1419.0112640132638
994.7317362505769 614.3853132477618
